	genes	mim	mim.phenotype	hgnc.symbol	type	ncbigene	ensembl	phenotype	cyto.location	morbid.symbol	chromosome	ensemble	mgi	title	title.symbol	mim.all	mim.phenotype.title	mim.phenotype.title.symbol
808	SLC31A1	603085	620306	SLC31A1	gene	1317	ENSG00000136868	Neurodegeneration and seizures due to copper transport defect, 620306 (3)	9q32	SLC31A1	chr9	ENSG00000136868	1333843	SOLUTE CARRIER FAMILY 31 (COPPER TRANSPORTER), MEMBER 1	SLC31A1	603085;620306	NEURODEGENERATION AND SEIZURES DUE TO COPPER TRANSPORT DEFECT	NSCT
809	SLC39A10	608733		SLC39A10	gene	57181	ENSG00000196950				chr2	ENSG00000196950	1914515	SOLUTE CARRIER FAMILY 39 (ZINC TRANSPORTER), MEMBER 10	SLC39A10	608733		
810	SLC39A8	608732	616721	SLC39A8	gene	64116	ENSG00000138821	Congenital disorder of glycosylation, type IIn, 616721 (3)	4q24	SLC39A8	chr4	ENSG00000138821	1914797	SOLUTE CARRIER FAMILY 39 (ZINC TRANSPORTER), MEMBER 8	SLC39A8	608732;616721	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIn	CDG2N
811	SLC3A2	158070		SLC3A2	gene	6520	ENSG00000168003				chr11	ENSG00000168003	96955	SOLUTE CARRIER FAMILY 3 (ACTIVATOR OF DIBASIC AND NEUTRAL AMINO ACID TRANSPORT), MEMBER 2	SLC3A2	158070		
812	SLC40A1	604653	606069	SLC40A1	gene	30061	ENSG00000138449	Hemochromatosis, type 4, 606069 (3)	2q32.2	SLC40A1	chr2	ENSG00000138449	1315204	SOLUTE CARRIER FAMILY 40 (IRON-REGULATED TRANSPORTER), MEMBER 1	SLC40A1	604653;606069	HEMOCHROMATOSIS, TYPE 4	HFE4
813	SLC41A1	610801	619468	SLC41A1	gene	254428	ENSG00000133065	?Nephronophthisis-like nephropathy 2, 619468 (3)	1q32.1	SLC41A1	chr1	ENSG00000133065	2444823	SOLUTE CARRIER FAMILY 41 (MAGNESIUM TRANSPORTER), MEMBER 1	SLC41A1	610801;619468	NEPHRONOPHTHISIS-LIKE NEPHROPATHY 2	NPHPL2
814	SLC43A1	603733		SLC43A1	gene	8501	ENSG00000149150				chr11	ENSG00000149150	1931352	SOLUTE CARRIER FAMILY 43 (L-TYPE AMINO ACID TRANSPORTER), MEMBER 1	SLC43A1	603733		
815	SLC43A2	610791		SLC43A2	gene	124935	ENSG00000167703				chr17	ENSG00000167703	2442746	SOLUTE CARRIER FAMILY 43 (L-TYPE AMINO ACID TRANSPORTER), MEMBER 2	SLC43A2	610791		
816	SLC43A3	618034		SLC43A3	gene	29015	ENSG00000134802				chr11	ENSG00000134802	1931054	SOLUTE CARRIER FAMILY 43, MEMBER 3	SLC43A3	618034		
817	SLC44A1	606105	618868	SLC44A1	gene	23446	ENSG00000070214	Neurodegeneration, childhood-onset, with ataxia, tremor, optic atrophy, and cognitive decline, 618868 (3)	9q31.1-q31.2	SLC44A1	chr9	ENSG00000070214	2140592	SOLUTE CARRIER FAMILY 44, MEMBER 1	SLC44A1	606105;618868	NEURODEGENERATION, CHILDHOOD-ONSET, WITH ATAXIA, TREMOR, OPTIC ATROPHY, AND COGNITIVE DECLINE	CONATOC
818	SLC44A2	606106		SLC44A2	gene	57153	ENSG00000129353				chr19	ENSG00000129353	1915932	SOLUTE CARRIER FAMILY 44, MEMBER 2	SLC44A2	606106		
819	SLC4A1	109270	110500	SLC4A1	gene/phenotype	6521	ENSG00000004939	[Blood group, Diego], 110500 (3)	17q21.31	SLC4A1	chr17	ENSG00000004939	109393	SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 1	SLC4A1	109270;110500	BLOOD GROUP, DIEGO SYSTEM	DI
820	SLC4A1	109270	112010	SLC4A1	gene/phenotype	6521	ENSG00000004939	[Blood group, Waldner], 112010 (3)	17q21.31	SLC4A1	chr17	ENSG00000004939	109393	SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 1	SLC4A1	109270;112010	BLOOD GROUP--WALDNER TYPE	WD
821	SLC4A1	109270	112050	SLC4A1	gene/phenotype	6521	ENSG00000004939	[Blood group, Wright], 112050 (3)	17q21.31	SLC4A1	chr17	ENSG00000004939	109393	SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 1	SLC4A1	109270;112050	BLOOD GROUP--WRIGHT ANTIGEN	WR
822	SLC4A1	109270	166900	SLC4A1	gene/phenotype	6521	ENSG00000004939	Ovalocytosis, SA type, 166900 (3)	17q21.31	SLC4A1	chr17	ENSG00000004939	109393	SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 1	SLC4A1	109270;166900	OVALOCYTOSIS, SOUTHEAST ASIAN	SAO
823	SLC4A1	109270	179800	SLC4A1	gene/phenotype	6521	ENSG00000004939	Distal renal tubular acidosis 1, 179800 (3)	17q21.31	SLC4A1	chr17	ENSG00000004939	109393	SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 1	SLC4A1	109270;179800	RENAL TUBULAR ACIDOSIS, DISTAL, 1	DRTA1
824	SLC4A1	109270	185020	SLC4A1	gene/phenotype	6521	ENSG00000004939	Cryohydrocytosis, 185020 (3)	17q21.31	SLC4A1	chr17	ENSG00000004939	109393	SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 1	SLC4A1	109270;185020	CRYOHYDROCYTOSIS	CHC
825	SLC4A1	109270	601550	SLC4A1	gene/phenotype	6521	ENSG00000004939	[Blood group, Swann], 601550 (3)	17q21.31	SLC4A1	chr17	ENSG00000004939	109393	SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 1	SLC4A1	109270;601550	BLOOD GROUP--SWANN SYSTEM	SW
826	SLC4A1	109270	601551	SLC4A1	gene/phenotype	6521	ENSG00000004939	[Blood group, Froese], 601551 (3)	17q21.31	SLC4A1	chr17	ENSG00000004939	109393	SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 1	SLC4A1	109270;601551	BLOOD GROUP--FROESE	
827	SLC4A1	109270	611162	SLC4A1	gene/phenotype	6521	ENSG00000004939	{Malaria, resistance to}, 611162 (3)	17q21.31	SLC4A1	chr17	ENSG00000004939	109393	SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 1	SLC4A1	109270;611162	MALARIA, SUSCEPTIBILITY TO	
828	SLC4A1	109270	611590	SLC4A1	gene/phenotype	6521	ENSG00000004939	Distal renal tubular acidosis 4 with hemolytic anemia, 611590 (3)	17q21.31	SLC4A1	chr17	ENSG00000004939	109393	SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 1	SLC4A1	109270;611590	RENAL TUBULAR ACIDOSIS, DISTAL, 4, WITH HEMOLYTIC ANEMIA	DRTA4
829	SLC4A1	109270	612653	SLC4A1	gene/phenotype	6521	ENSG00000004939	Spherocytosis, type 4, 612653 (3)	17q21.31	SLC4A1	chr17	ENSG00000004939	109393	SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 1	SLC4A1	109270;612653	SPHEROCYTOSIS, TYPE 4	SPH4
830	SLC4A2	109280	620366	SLC4A2	gene	6522	ENSG00000164889	?Osteopetrosis, autosomal recessive 9, 620366 (3)	7q36.1	SLC4A2	chr7	ENSG00000164889	109351	SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 2	SLC4A2	109280;620366	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 9	OPTB9
831	SLC52A1	607883	615026	SLC52A1	gene	55065	ENSG00000132517	Riboflavin deficiency, 615026 (3)	17p13.2	SLC52A1	chr17	ENSG00000132517	1289288	SOLUTE CARRIER FAMILY 52 (RIBOFLAVIN TRANSPORTER), MEMBER 1	SLC52A1	607883;615026	RIBOFLAVIN DEFICIENCY	RBFVD
832	SLC6A8	300036	300352	SLC6A8	gene	6535	ENSG00000130821	Cerebral creatine deficiency syndrome 1, 300352 (3)	Xq28	SLC6A8	chrX	ENSG00000130821	2147834	SOLUTE CARRIER FAMILY 6 (NEUROTRANSMITTER TRANSPORTER, CREATINE), MEMBER 8	SLC6A8	300036;300352	CEREBRAL CREATINE DEFICIENCY SYNDROME 1	CCDS1
833	SLC6A9	601019	617301	SLC6A9	gene	6536	ENSG00000196517	Glycine encephalopathy with normal serum glycine, 617301 (3)	1p34.1	SLC6A9	chr1	ENSG00000196517	95760	SOLUTE CARRIER FAMILY 6 (NEUROTRANSMITTER TRANSPORTER, GLYCINE), MEMBER 9	SLC6A9	601019;617301	GLYCINE ENCEPHALOPATHY WITH NORMAL SERUM GLYCINE	
834	SLC7A1	104615		SLC7A1	gene	6541	ENSG00000139514				chr13	ENSG00000139514	88117	SOLUTE CARRIER FAMILY 7 (CATIONIC AMINO ACID TRANSPORTER, y+ SYSTEM), MEMBER 1	SLC7A1	104615		
835	SLC7A5	600182		SLC7A5	gene	8140	ENSG00000103257				chr16	ENSG00000103257	1298205	SOLUTE CARRIER FAMILY 7 (CATIONIC AMINO ACID TRANSPORTER, y+ SYSTEM), MEMBER 5	SLC7A5	600182		
836	SLC7A6	605641		SLC7A6	gene	9057	ENSG00000103064				chr16	ENSG00000103064	2142598	SOLUTE CARRIER FAMILY 7 (CATIONIC AMINO ACID TRANSPORTER, y+ SYSTEM), MEMBER 6	SLC7A6	605641		
837	SLC9A1	107310	616291	SLC9A1	gene	6548	ENSG00000090020	Lichtenstein-Knorr syndrome, 616291 (3)	1p36.11	SLC9A1	chr1	ENSG00000090020	102462	SOLUTE CARRIER FAMILY 9, MEMBER 1	SLC9A1	107310;616291	LICHTENSTEIN-KNORR SYNDROME	LIKNS
838	SLC9A6	300231	300243	SLC9A6	gene	10479	ENSG00000198689	Intellectual developmental disorder, X-linked syndromic, Christianson type, 300243 (3)	Xq26.3	SLC9A6	chrX	ENSG00000198689	2443511	SOLUTE CARRIER FAMILY 9, MEMBER 6	SLC9A6	300231;300243	INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, CHRISTIANSON TYPE	MRXSCH
839	SLC9A7	300368	301024	SLC9A7	gene	84679	ENSG00000065923	Intellectual developmental disorder, X-linked 108, 301024 (3)	Xp11.3	SLC9A7	chrX	ENSG00000065923	2444530	SOLUTE CARRIER FAMILY 9, MEMBER 7	SLC9A7	300368;301024	INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 108	MRX108
840	SLC9B2	611789		SLC9B2	gene	133308	ENSG00000164038				chr4	ENSG00000164038	2140077	NA+/H+ EXCHANGER DOMAIN-CONTAINING PROTEIN 2	NHEDC2	611789		
841	SMOX	615854		SMOX	gene	54498	ENSG00000088826				chr20	ENSG00000088826	2445356	SPERMINE OXIDASE	SMOX	615854		
842	SMPD1	607608	257200	SMPD1	gene	6609	ENSG00000166311	Niemann-Pick disease, type A, 257200 (3)	11p15.4	SMPD1	chr11	ENSG00000166311	98325	SPHINGOMYELIN PHOSPHODIESTERASE 1, ACID LYSOSOMAL	SMPD1	257200;607608	NIEMANN-PICK DISEASE, TYPE A	
843	SMPD1	607608	607616	SMPD1	gene	6609	ENSG00000166311	Niemann-Pick disease, type B, 607616 (3)	11p15.4	SMPD1	chr11	ENSG00000166311	98325	SPHINGOMYELIN PHOSPHODIESTERASE 1, ACID LYSOSOMAL	SMPD1	607608;607616	NIEMANN-PICK DISEASE, TYPE B	
844	SMPD3	605777		SMPD3	gene	55512	ENSG00000103056				chr16	ENSG00000103056	1927578	SPHINGOMYELIN PHOSPHODIESTERASE 3, NEUTRAL MEMBRANE	SMPD3	605777		
845	SMPDL3B	617737		SMPDL3B	gene	27293	ENSG00000130768				chr1	ENSG00000130768	1916022	SPHINGOMYELIN PHOSPHODIESTERASE, ACID-LIKE, 3B	SMPDL3B	617737		
846	SMS	300105	309583	SMS	gene	6611	ENSG00000102172	Intellectual developmental disorder, X-linked syndromic, Snyder-Robinson type, 309583 (3)	Xp22.11	SMS	chrX	ENSG00000102172	109490;3705601	SPERMINE SYNTHASE	SMS	300105;309583	INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, SNYDER-ROBINSON TYPE	MRXSSR
847	SOD1	147450	105400	SOD1	gene	6647	ENSG00000142168	Amyotrophic lateral sclerosis 1, 105400 (3)	21q22.11	SOD1	chr21	ENSG00000142168	98351	SUPEROXIDE DISMUTASE 1	SOD1	105400;147450	AMYOTROPHIC LATERAL SCLEROSIS 1	ALS1
848	SOD1	147450	618598	SOD1	gene	6647	ENSG00000142168	Spastic tetraplegia and axial hypotonia, progressive, 618598 (3)	21q22.11	SOD1	chr21	ENSG00000142168	98351	SUPEROXIDE DISMUTASE 1	SOD1	147450;618598	SPASTIC TETRAPLEGIA AND AXIAL HYPOTONIA, PROGRESSIVE	STAHP
849	SORD	182500	618912	SORD	gene	6652	ENSG00000140263	Neuronopathy, distal hereditary motor, autosomal recessive 8, 618912 (3)	15q21.1	SORD	chr15	ENSG00000140263	98266	SORBITOL DEHYDROGENASE	SORD	182500;618912	NEURONOPATHY, DISTAL HEREDITARY MOTOR, AUTOSOMAL RECESSIVE 8	HMNR8
850	SPHK1	603730		SPHK1	gene	8877	ENSG00000176170				chr17	ENSG00000176170	1316649	SPHINGOSINE KINASE 1	SPHK1	603730		
851	SPTLC1	605712	162400	SPTLC1	gene	10558	ENSG00000090054	Neuropathy, hereditary sensory and autonomic, type IA, 162400 (3)	9q22.31	SPTLC1	chr9	ENSG00000090054	1099431	SERINE PALMITOYLTRANSFERASE, LONG-CHAIN BASE SUBUNIT 1	SPTLC1	162400;605712	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IA	HSAN1A
852	SPTLC1	605712	620285	SPTLC1	gene	10558	ENSG00000090054	Amyotrophic lateral sclerosis 27, juvenile, 620285 (3)	9q22.31	SPTLC1	chr9	ENSG00000090054	1099431	SERINE PALMITOYLTRANSFERASE, LONG-CHAIN BASE SUBUNIT 1	SPTLC1	605712;620285	AMYOTROPHIC LATERAL SCLEROSIS 27, JUVENILE	ALS27
853	SPTLC2	605713	613640	SPTLC2	gene	9517	ENSG00000100596	Neuropathy, hereditary sensory and autonomic, type IC, 613640 (3)	14q24.3	SPTLC2	chr14	ENSG00000100596	108074	SERINE PALMITOYLTRANSFERASE, LONG-CHAIN BASE SUBUNIT 2	SPTLC2	605713;613640	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IC	HSAN1C
854	SRM	182891		SRM	gene	6723	ENSG00000116649				chr1	ENSG00000116649	102690	SPERMIDINE SYNTHASE	SRM	182891		
855	SRXN1	617583		SRXN1	gene	140809	ENSG00000271303				chr20	ENSG00000271303	104971	SULFIREDOXIN 1	SRXN1	617583		
856	STEAP3	609671	615234	STEAP3	gene	55240	ENSG00000115107	?Anemia, hypochromic microcytic, with iron overload 2, 615234 (3)	2q14.2	STEAP3	chr2	ENSG00000115107	1915678	STEAP3 METALLOREDUCTASE	STEAP3	609671;615234	ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD 2	AHMIO2
857	STK11	602216	155600	STK11	gene	6794	ENSG00000118046	Melanoma, malignant, somatic, 155600 (3)	19p13.3	STK11	chr19	ENSG00000118046	1341870	SERINE/THREONINE PROTEIN KINASE 11	STK11	155600;602216	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 1	CMM1
858	STK11	602216	175200	STK11	gene	6794	ENSG00000118046	Peutz-Jeghers syndrome, 175200 (3)	19p13.3	STK11	chr19	ENSG00000118046	1341870	SERINE/THREONINE PROTEIN KINASE 11	STK11	175200;602216	PEUTZ-JEGHERS SYNDROME	PJS
859	STK11	602216	260350	STK11	gene	6794	ENSG00000118046	Pancreatic cancer, somatic, 260350 (3)	19p13.3	STK11	chr19	ENSG00000118046	1341870	SERINE/THREONINE PROTEIN KINASE 11	STK11	260350;602216	PANCREATIC CANCER	
860	STK11	602216	273300	STK11	gene	6794	ENSG00000118046	Testicular tumor, somatic, 273300 (3)	19p13.3	STK11	chr19	ENSG00000118046	1341870	SERINE/THREONINE PROTEIN KINASE 11	STK11	273300;602216	TESTICULAR GERM CELL TUMOR	TGCT
861	SYK	600085	619381	SYK	gene	6850	ENSG00000165025	Immunodeficiency 82 with systemic inflammation, 619381 (3)	9q22.2	SYK	chr9	ENSG00000165025	99515	PROTEIN-TYROSINE KINASE SYK	SYK	600085;619381	IMMUNODEFICIENCY 82 WITH SYSTEMIC INFLAMMATION	IMD82
862	SYNJ1	604297	615530	SYNJ1	gene	8867	ENSG00000159082	Parkinson disease 20, early-onset, 615530 (3)	21q22.11	SYNJ1	chr21	ENSG00000159082	1354961	SYNAPTOJANIN 1	SYNJ1	604297;615530	PARKINSON DISEASE 20, EARLY-ONSET	PARK20
863	SYNJ1	604297	617389	SYNJ1	gene	8867	ENSG00000159082	Developmental and epileptic encephalopathy 53, 617389 (3)	21q22.11	SYNJ1	chr21	ENSG00000159082	1354961	SYNAPTOJANIN 1	SYNJ1	604297;617389	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 53	DEE53
864	TALDO1	602063	606003	TALDO1	gene	6888	ENSG00000177156	Transaldolase deficiency, 606003 (3)	11p15.5	TALDO1	chr11	ENSG00000177156	1274789	TRANSALDOLASE 1	TALDO1	602063;606003	TRANSALDOLASE DEFICIENCY	TALDOD
865	TARS1	187790	618546	TARS1	gene	6897	ENSG00000113407	Trichothiodystrophy 7, nonphotosensitive, 618546 (3)	5p13.3	TARS1	chr5	ENSG00000113407	106314	THREONYL-tRNA SYNTHETASE 1	TARS1	187790;618546	TRICHOTHIODYSTROPHY 7, NONPHOTOSENSITIVE	TTD7
866	TECR	610057	614020	TECR	gene	9524	ENSG00000099797	Intellectual developmental disorder, autosomal recessive 14, 614020 (3)	19p13.12	TECR	chr19	ENSG00000099797	1915408	TRANS-2,3-ENOYL-CoA REDUCTASE	TECR	610057;614020	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 14	MRT14
867	TF	190000	209300	TF	gene	7018	ENSG00000091513	Atransferrinemia, 209300 (3)	3q22.1	TF	chr3	ENSG00000091513	98821	TRANSFERRIN	TF	190000;209300	ATRANSFERRINEMIA	
868	TFR2	604720	604250	TFR2	gene	7036	ENSG00000106327	Hemochromatosis, type 3, 604250 (3)	7q22.1	TFR2	chr7	ENSG00000106327	1354956	TRANSFERRIN RECEPTOR 2	TFR2	604250;604720	HEMOCHROMATOSIS, TYPE 3	HFE3
869	TFRC	190010	616740	TFRC	gene	7037	ENSG00000072274	Immunodeficiency 46, 616740 (3)	3q29	TFRC	chr3	ENSG00000072274	98822	TRANSFERRIN RECEPTOR	TFRC	190010;616740	IMMUNODEFICIENCY 46	IMD46
870	TGM2	190196		TGM2	gene	7052	ENSG00000198959				chr20	ENSG00000198959	98731	TRANSGLUTAMINASE 2	TGM2	190196		
871	TGM3	600238	617251	TGM3	gene	7053	ENSG00000125780	?Uncombable hair syndrome 2, 617251 (3)	20p13	TGM3	chr20	ENSG00000125780	98732	TRANSGLUTAMINASE 3	TGM3	600238;617251	UNCOMBABLE HAIR SYNDROME 2	UHS2
872	THOP1	601117		THOP1	gene	7064	ENSG00000172009				chr19	ENSG00000172009	1354165	THIMET OLIGOPEPTIDASE 1	THOP1	601117		
873	THTPA	611612		THTPA	gene	79178	ENSG00000259431				chr14	ENSG00000259431	2446078	THIAMINE TRIPHOSPHATASE	THTPA	611612		
874	TKFC	615844	618805	TKFC	gene	26007	ENSG00000149476	Triokinase and FMN cyclase deficiency syndrome, 618805 (3)	11q12.2	TKFC	chr11	ENSG00000149476	2385084	TRIOKINASE AND FMN CYCLASE	TKFC	615844;618805	TRIOKINASE AND FMN CYCLASE DEFICIENCY SYNDROME	TKFCD
875	TKT	606781	617044	TKT	gene	7086	ENSG00000163931	Short stature, developmental delay, and congenital heart defects, 617044 (3)	3p21.1	TKT	chr3	ENSG00000163931	105992	TRANSKETOLASE	TKT	606781;617044	SHORT STATURE, DEVELOPMENTAL DELAY, AND CONGENITAL HEART DEFECTS	SDDHD
876	TMEM30A	611028		TMEM30A	gene	55754	ENSG00000112697				chr6	ENSG00000112697	106402	TRANSMEMBRANE PROTEIN 30A	TMEM30A	611028		
877	TMT1A	618338		TMT1A	gene	25840	ENSG00000185432				chr12	ENSG00000185432	1916523;3026615;3710670	THIOL METHYLTRANSFERASE 1A	TMT1A	618338		
878	TPI1	190450	615512	TPI1	gene	7167	ENSG00000111669	Hemolytic anemia due to triosephosphate isomerase deficiency, 615512 (3)	12p13.31	TPI1	chr12	ENSG00000111669	98797	TRIOSEPHOSPHATE ISOMERASE 1	TPI1	190450;615512	TRIOSEPHOSPHATE ISOMERASE DEFICIENCY	TPID
879	TPK1	606370	614458	TPK1	gene	27010	ENSG00000196511	Thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type), 614458 (3)	7q35	TPK1	chr7	ENSG00000196511	1352500	THIAMINE PYROPHOSPHOKINASE	TPK1	606370;614458	THIAMINE METABOLISM DYSFUNCTION SYNDROME 5 (EPISODIC ENCEPHALOPATHY TYPE)	THMD5
880	TPMT	187680	610460	TPMT	gene	7172	ENSG00000137364	{Thiopurines, poor metabolism of, 1}, 610460 (3)	6p22.3	TPMT	chr6	ENSG00000137364	98812	THIOPURINE S-METHYLTRANSFERASE	TPMT	187680;610460	THIOPURINES, POOR METABOLISM OF, 1	THPM1
881	TRPC6	603652	603965	TRPC6	gene	7225	ENSG00000137672	Glomerulosclerosis, focal segmental, 2, 603965 (3)	11q22.1	TRPC6	chr11	ENSG00000137672	109523	TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL, SUBFAMILY C, MEMBER 6	TRPC6	603652;603965	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 2	FSGS2
882	TRPV2	606676		TRPV2	gene	51393	ENSG00000187688				chr17	ENSG00000187688	1341836	TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL, SUBFAMILY V, MEMBER 2	TRPV2	606676		
883	TSPO2	619409		TSPO2	gene	222642	ENSG00000112212				chr6	ENSG00000112212	1917276	TRANSLOCATOR PROTEIN 2	TSPO2	619409		
884	TSTD1	616041		TSTD1	gene	100131187	ENSG00000215845				chr1	ENSG00000215845	3648482	THIOSULFATE SULFURTRANSFERASE (RHODANESE)-LIKE DOMAIN-CONTAINING PROTEIN 1	TSTD1	616041		
885	TXN	187700		TXN	gene	7295	ENSG00000136810				chr9	ENSG00000136810	98874	THIOREDOXIN	TXN	187700		
886	TXNDC17	616967		TXNDC17	gene	84817	ENSG00000129235				chr17	ENSG00000129235	1289248	THIOREDOXIN DOMAIN-CONTAINING PROTEIN 17	TXNDC17	616967		
887	TXNDC5	616412		TXNDC5	gene	81567	ENSG00000239264				chr6	ENSG00000239264	2145316	THIOREDOXIN DOMAIN-CONTAINING PROTEIN 5	TXNDC5	616412		
888	TXNL1	603049		TXNL1	gene	9352	ENSG00000091164				chr18	ENSG00000091164	1860078	THIOREDOXIN-LIKE 1	TXNL1	603049		
889	TXNRD1	601112		TXNRD1	gene	7296	ENSG00000198431				chr12	ENSG00000198431	1354175	THIOREDOXIN REDUCTASE 1	TXNRD1	601112		
890	UBA1	314370	301054	UBA1	gene	7317	ENSG00000130985	VEXAS syndrome, somatic, 301054 (3)	Xp11.3	UBA1	chrX	ENSG00000130985	98890	UBIQUITIN-LIKE MODIFIER-ACTIVATING ENZYME 1	UBA1	301054;314370	VEXAS SYNDROME	VEXAS
891	UBA1	314370	301830	UBA1	gene	7317	ENSG00000130985	Spinal muscular atrophy, X-linked 2, infantile, 301830 (3)	Xp11.3	UBA1	chrX	ENSG00000130985	98890	UBIQUITIN-LIKE MODIFIER-ACTIVATING ENZYME 1	UBA1	301830;314370	SPINAL MUSCULAR ATROPHY, X-LINKED 2	SMAX2
892	UBA6	611361		UBA6	gene	55236	ENSG00000033178				chr4	ENSG00000033178	1913894	UBIQUITIN-LIKE MODIFIER-ACTIVATING ENZYME 6	UBA6	611361		
893	UBAC1	608129		UBAC1	gene	10422	ENSG00000130560				chr9	ENSG00000130560	1920995	UBIQUITIN-ASSOCIATED DOMAIN-CONTAINING PROTEIN 1	UBAC1	608129		
894	UBB	191339		UBB	gene	7314	ENSG00000170315				chr17	ENSG00000170315	98888	UBIQUITIN B	UBB	191339		
895	UBE2L3	603721		UBE2L3	gene	7332	ENSG00000185651				chr22	ENSG00000185651	109240	UBIQUITIN-CONJUGATING ENZYME E2 L3	UBE2L3	603721		
896	UBE2O	617649		UBE2O	gene	63893	ENSG00000175931				chr17	ENSG00000175931	2444266	UBIQUITIN-CONJUGATING ENZYME E2 O	UBE2O	617649		
897	UBR4	609890		UBR4	gene	23352	ENSG00000127481				chr1	ENSG00000127481	1916366	UBIQUITIN PROTEIN LIGASE E3 COMPONENT N-RECOGNIN 4	UBR4	609890		
898	UGP2	191760	618744	UGP2	gene	7360	ENSG00000169764	Developmental and epileptic encephalopathy 83, 618744 (3)	2p15	UGP2	chr2	ENSG00000169764	2183447	URIDYL DIPHOSPHATE GLUCOSE PYROPHOSPHORYLASE 2	UGP2	191760;618744	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 83	DEE83
899	UMPS	613891	258900	UMPS	gene	7372	ENSG00000114491	Orotic aciduria, 258900 (3)	3q21.2	UMPS	chr3	ENSG00000114491	1298388	URIDINE MONOPHOSPHATE SYNTHETASE	UMPS	258900;613891	OROTIC ACIDURIA	
900	UROD	613521	176100	UROD	gene	7389	ENSG00000126088	Porphyria cutanea tarda, 176100 (3);Porphyria, hepatoerythropoietic, 176100 (3)	1p34.1	UROD	chr1	ENSG00000126088	98916	UROPORPHYRINOGEN DECARBOXYLASE	UROD	176100;613521	PORPHYRIA CUTANEA TARDA	
901	UROS	606938	263700	UROS	gene	7390	ENSG00000188690	Porphyria, congenital erythropoietic, 263700 (3)	10q26.2	UROS	chr10	ENSG00000188690	98917	UROPORPHYRINOGEN III SYNTHASE	UROS	263700;606938	PORPHYRIA, CONGENITAL ERYTHROPOIETIC	CEP
902	VARS1	192150	617802	VARS1	gene	7407	ENSG00000204394	Neurodevelopmental disorder with microcephaly, seizures, and cortical atrophy, 617802 (3)	6p21.33	VARS1	chr6	ENSG00000204394	90675	VALYL-tRNA SYNTHETASE 1	VARS1	192150;617802	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, SEIZURES, AND CORTICAL ATROPHY	NDMSCA
903	VCP	601023	167320	VCP	gene	7415	ENSG00000165280	Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia 1, 167320 (3)	9p13.3	VCP	chr9	ENSG00000165280	99919	VALOSIN-CONTAINING PROTEIN	VCP	167320;601023	INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA 1	IBMPFD1
904	VCP	601023	613954	VCP	gene	7415	ENSG00000165280	Frontotemporal dementia and/or amyotrophic lateral sclerosis 6, 613954 (3)	9p13.3	VCP	chr9	ENSG00000165280	99919	VALOSIN-CONTAINING PROTEIN	VCP	601023;613954	FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 6	FTDALS6
905	VCP	601023	616687	VCP	gene	7415	ENSG00000165280	Charcot-Marie-Tooth disease, type 2Y, 616687 (3)	9p13.3	VCP	chr9	ENSG00000165280	99919	VALOSIN-CONTAINING PROTEIN	VCP	601023;616687	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Y	CMT2Y
906	VDAC1	604492		VDAC1	gene	7416	ENSG00000213585				chr5	ENSG00000213585	106919	VOLTAGE-DEPENDENT ANION CHANNEL 1	VDAC1	604492		
