	node_id	node_alias	node_source	node_type	alias_type
19683	R_NDPAe	R_NDPAe	model.reactions	reaction	identifier
19684	R_NDPC	R_NDPC	model.reactions	reaction	identifier
19685	R_NTDAMPe	R_NTDAMPe	model.reactions	reaction	identifier
19686	R_NTPA	R_NTPA	model.reactions	reaction	identifier
19687	R_NTPAe	R_NTPAe	model.reactions	reaction	identifier
19688	R_NTPC	R_NTPC	model.reactions	reaction	identifier
19689	R_NTPG	R_NTPG	model.reactions	reaction	identifier
19690	R_NTPPDC	R_NTPPDC	model.reactions	reaction	identifier
19691	R_NTPPDI	R_NTPPDI	model.reactions	reaction	identifier
19692	R_NTPPI	R_NTPPI	model.reactions	reaction	identifier
19693	R_NTPPX	R_NTPPX	model.reactions	reaction	identifier
19694	R_NTPU	R_NTPU	model.reactions	reaction	identifier
19695	R_P4AH	R_P4AH	model.reactions	reaction	identifier
19696	R_PPA2	R_PPA2	model.reactions	reaction	identifier
19697	R_PPAe	R_PPAe	model.reactions	reaction	identifier
19698	R_PPGPPDP	R_PPGPPDP	model.reactions	reaction	identifier
19699	R_UMPK5	R_UMPK5	model.reactions	reaction	identifier
19700	R_FACOA2ERy_20_2E11Z14Z17Z	R_FACOA2ERy_20_2E11Z14Z17Z	model.reactions	reaction	identifier
19701	R_FACOA2ERy_20_2E5Z8Z11Z14Z	R_FACOA2ERy_20_2E5Z8Z11Z14Z	model.reactions	reaction	identifier
19702	R_FACOA2ERy_22_2E10Z13Z16Z19Z	R_FACOA2ERy_22_2E10Z13Z16Z19Z	model.reactions	reaction	identifier
19703	R_FACOA2ERy_22_2E13Z16Z19Z	R_FACOA2ERy_22_2E13Z16Z19Z	model.reactions	reaction	identifier
19704	R_FACOA2ERy_22_2E7Z10Z13Z16Z19Z	R_FACOA2ERy_22_2E7Z10Z13Z16Z19Z	model.reactions	reaction	identifier
19705	R_FACOA2ERy_24_2E12Z15Z18Z21Z	R_FACOA2ERy_24_2E12Z15Z18Z21Z	model.reactions	reaction	identifier
19706	R_FACOA2ERy_24_2E9Z12Z15Z18Z21Z	R_FACOA2ERy_24_2E9Z12Z15Z18Z21Z	model.reactions	reaction	identifier
19707	R_FACOA3OHDH_20_11Z14Z17Z3OH	R_FACOA3OHDH_20_11Z14Z17Z3OH	model.reactions	reaction	identifier
19708	R_FACOA3OHDH_20_5Z8Z11Z14Z3OH	R_FACOA3OHDH_20_5Z8Z11Z14Z3OH	model.reactions	reaction	identifier
19709	R_FACOA3OHDH_22_10Z13Z16Z19Z3OH	R_FACOA3OHDH_22_10Z13Z16Z19Z3OH	model.reactions	reaction	identifier
19710	R_FACOA3OHDH_22_13Z16Z19Z3OH	R_FACOA3OHDH_22_13Z16Z19Z3OH	model.reactions	reaction	identifier
19711	R_FACOA3OHDH_22_7Z10Z13Z16Z19Z3OH	R_FACOA3OHDH_22_7Z10Z13Z16Z19Z3OH	model.reactions	reaction	identifier
19712	R_FACOA3OHDH_24_12Z15Z18Z21Z3OH	R_FACOA3OHDH_24_12Z15Z18Z21Z3OH	model.reactions	reaction	identifier
19713	R_FACOA3OHDH_24_9Z12Z15Z18Z21Z3OH	R_FACOA3OHDH_24_9Z12Z15Z18Z21Z3OH	model.reactions	reaction	identifier
19714	R_FACOA3ORy_20_11Z14Z17Z3O	R_FACOA3ORy_20_11Z14Z17Z3O	model.reactions	reaction	identifier
19715	R_FACOA3ORy_20_5Z8Z11Z14Z3O	R_FACOA3ORy_20_5Z8Z11Z14Z3O	model.reactions	reaction	identifier
19716	R_FACOA3ORy_22_10Z13Z16Z19Z3O	R_FACOA3ORy_22_10Z13Z16Z19Z3O	model.reactions	reaction	identifier
19717	R_FACOA3ORy_22_13Z16Z19Z3O	R_FACOA3ORy_22_13Z16Z19Z3O	model.reactions	reaction	identifier
19718	R_FACOA3ORy_22_7Z10Z13Z16Z19Z3O	R_FACOA3ORy_22_7Z10Z13Z16Z19Z3O	model.reactions	reaction	identifier
19719	R_FACOA3ORy_24_12Z15Z18Z21Z3O	R_FACOA3ORy_24_12Z15Z18Z21Z3O	model.reactions	reaction	identifier
19720	R_FACOA3ORy_24_9Z12Z15Z18Z21Z3O	R_FACOA3ORy_24_9Z12Z15Z18Z21Z3O	model.reactions	reaction	identifier
19721	R_FACOA2ERy_20_2E11Z14Z	R_FACOA2ERy_20_2E11Z14Z	model.reactions	reaction	identifier
19722	R_FACOA2ERy_20_2E8Z11Z14Z	R_FACOA2ERy_20_2E8Z11Z14Z	model.reactions	reaction	identifier
19723	R_FACOA2ERy_22_2E10Z13Z16Z	R_FACOA2ERy_22_2E10Z13Z16Z	model.reactions	reaction	identifier
19724	R_FACOA2ERy_22_2E13Z16Z	R_FACOA2ERy_22_2E13Z16Z	model.reactions	reaction	identifier
19725	R_FACOA2ERy_22_2E7Z10Z13Z16Z	R_FACOA2ERy_22_2E7Z10Z13Z16Z	model.reactions	reaction	identifier
19726	R_FACOA2ERy_24_2E9Z12Z15Z18Z	R_FACOA2ERy_24_2E9Z12Z15Z18Z	model.reactions	reaction	identifier
19727	R_FACOA3OHDH_20_11Z14Z3OH	R_FACOA3OHDH_20_11Z14Z3OH	model.reactions	reaction	identifier
19728	R_FACOA3OHDH_20_8Z11Z14Z3OH	R_FACOA3OHDH_20_8Z11Z14Z3OH	model.reactions	reaction	identifier
19729	R_FACOA3OHDH_22_10Z13Z16Z3OH	R_FACOA3OHDH_22_10Z13Z16Z3OH	model.reactions	reaction	identifier
19730	R_FACOA3OHDH_22_13Z16Z3OH	R_FACOA3OHDH_22_13Z16Z3OH	model.reactions	reaction	identifier
19731	R_FACOA3OHDH_22_7Z10Z13Z16Z3OH	R_FACOA3OHDH_22_7Z10Z13Z16Z3OH	model.reactions	reaction	identifier
19732	R_FACOA3OHDH_24_9Z12Z15Z18Z3OH	R_FACOA3OHDH_24_9Z12Z15Z18Z3OH	model.reactions	reaction	identifier
19733	R_FACOA3ORy_20_11Z14Z3O	R_FACOA3ORy_20_11Z14Z3O	model.reactions	reaction	identifier
19734	R_FACOA3ORy_20_8Z11Z14Z3O	R_FACOA3ORy_20_8Z11Z14Z3O	model.reactions	reaction	identifier
19735	R_FACOA3ORy_22_10Z13Z16Z3O	R_FACOA3ORy_22_10Z13Z16Z3O	model.reactions	reaction	identifier
19736	R_FACOA3ORy_22_13Z16Z3O	R_FACOA3ORy_22_13Z16Z3O	model.reactions	reaction	identifier
19737	R_FACOA3ORy_22_7Z10Z13Z16Z3O	R_FACOA3ORy_22_7Z10Z13Z16Z3O	model.reactions	reaction	identifier
19738	R_FACOA3ORy_24_9Z12Z15Z18Z3O	R_FACOA3ORy_24_9Z12Z15Z18Z3O	model.reactions	reaction	identifier
19739	R_4PCYSK	R_4PCYSK	model.reactions	reaction	identifier
19740	R_AASDHPPT	R_AASDHPPT	model.reactions	reaction	identifier
19741	R_ACPPDE	R_ACPPDE	model.reactions	reaction	identifier
19742	R_BTCOAC	R_BTCOAC	model.reactions	reaction	identifier
19743	R_DPCOAK	R_DPCOAK	model.reactions	reaction	identifier
19744	R_EMCD	R_EMCD	model.reactions	reaction	identifier
19745	R_MMCD	R_MMCD	model.reactions	reaction	identifier
19746	R_PAN4PP	R_PAN4PP	model.reactions	reaction	identifier
19747	R_PNTOK	R_PNTOK	model.reactions	reaction	identifier
19748	R_PPCDC	R_PPCDC	model.reactions	reaction	identifier
19749	R_PPCOAC	R_PPCOAC	model.reactions	reaction	identifier
19750	R_PPNCL3	R_PPNCL3	model.reactions	reaction	identifier
19751	R_PTPAT	R_PTPAT	model.reactions	reaction	identifier
19752	R_PTTHK	R_PTTHK	model.reactions	reaction	identifier
19753	R_ARABR_Ly	R_ARABR_Ly	model.reactions	reaction	identifier
19754	R_E4PP	R_E4PP	model.reactions	reaction	identifier
19755	R_ERTHSD_Dy	R_ERTHSD_Dy	model.reactions	reaction	identifier
19756	R_R5PP	R_R5PP	model.reactions	reaction	identifier
19757	R_RBTDG2_Dx	R_RBTDG2_Dx	model.reactions	reaction	identifier
19758	R_RBTDG_Dx	R_RBTDG_Dx	model.reactions	reaction	identifier
19759	R_THRTLD_Lx	R_THRTLD_Lx	model.reactions	reaction	identifier
19760	R_XYLR_Dy	R_XYLR_Dy	model.reactions	reaction	identifier
19761	R_4PERP	R_4PERP	model.reactions	reaction	identifier
19762	R_DRPA	R_DRPA	model.reactions	reaction	identifier
19763	R_FBA2	R_FBA2	model.reactions	reaction	identifier
19764	R_FBA3	R_FBA3	model.reactions	reaction	identifier
19765	R_FBA6	R_FBA6	model.reactions	reaction	identifier
19766	R_PPM2	R_PPM2	model.reactions	reaction	identifier
19767	R_RBK	R_RBK	model.reactions	reaction	identifier
19768	R_SHPK	R_SHPK	model.reactions	reaction	identifier
19769	R_ACMAH	R_ACMAH	model.reactions	reaction	identifier
19770	R_ACMDAC	R_ACMDAC	model.reactions	reaction	identifier
19771	R_APDPP	R_APDPP	model.reactions	reaction	identifier
19772	R_FLDPP	R_FLDPP	model.reactions	reaction	identifier
19773	R_FPDPP	R_FPDPP	model.reactions	reaction	identifier
19774	R_FYDPP	R_FYDPP	model.reactions	reaction	identifier
19775	R_GFDPP	R_GFDPP	model.reactions	reaction	identifier
19776	R_GGDPP	R_GGDPP	model.reactions	reaction	identifier
19777	R_GLDPP	R_GLDPP	model.reactions	reaction	identifier
19778	R_GPDPP	R_GPDPP	model.reactions	reaction	identifier
19779	R_GWDPP	R_GWDPP	model.reactions	reaction	identifier
19780	R_KLDPP	R_KLDPP	model.reactions	reaction	identifier
19781	R_LADPP	R_LADPP	model.reactions	reaction	identifier
19782	R_LGDPP	R_LGDPP	model.reactions	reaction	identifier
19783	R_LGFTPAP	R_LGFTPAP	model.reactions	reaction	identifier
19784	R_LGGTPAP	R_LGGTPAP	model.reactions	reaction	identifier
19785	R_LLDPP	R_LLDPP	model.reactions	reaction	identifier
19786	R_LLLTPAP	R_LLLTPAP	model.reactions	reaction	identifier
19787	R_LPDPP	R_LPDPP	model.reactions	reaction	identifier
19788	R_MPDPP	R_MPDPP	model.reactions	reaction	identifier
19789	R_PFDPP	R_PFDPP	model.reactions	reaction	identifier
19790	R_PLDPP	R_PLDPP	model.reactions	reaction	identifier
19791	R_PPDPP	R_PPDPP	model.reactions	reaction	identifier
19792	R_RPPTPAP	R_RPPTPAP	model.reactions	reaction	identifier
19793	R_VLDPP	R_VLDPP	model.reactions	reaction	identifier
19794	R_VPDPP	R_VPDPP	model.reactions	reaction	identifier
19795	R_YYDPP	R_YYDPP	model.reactions	reaction	identifier
19796	R_YYYTPAP	R_YYYTPAP	model.reactions	reaction	identifier
19797	R_34DHALDDx	R_34DHALDDx	model.reactions	reaction	identifier
19798	R_34DHALDDy	R_34DHALDDy	model.reactions	reaction	identifier
19799	R_34DHPHAMT	R_34DHPHAMT	model.reactions	reaction	identifier
19800	R_34HPLDH	R_34HPLDH	model.reactions	reaction	identifier
19801	R_34HPPOR	R_34HPPOR	model.reactions	reaction	identifier
19802	R_34HPPT	R_34HPPT	model.reactions	reaction	identifier
19803	R_3M4HDXPACx	R_3M4HDXPACx	model.reactions	reaction	identifier
19804	R_3M4HDXPACy	R_3M4HDXPACy	model.reactions	reaction	identifier
19805	R_3MOXTYROX	R_3MOXTYROX	model.reactions	reaction	identifier
19806	R_42A12BOOX	R_42A12BOOX	model.reactions	reaction	identifier
19807	R_56DHIO2SX	R_56DHIO2SX	model.reactions	reaction	identifier
19808	R_56DHIPX	R_56DHIPX	model.reactions	reaction	identifier
19809	R_56DHISQDP	R_56DHISQDP	model.reactions	reaction	identifier
19810	R_5HOXINDACTOX	R_5HOXINDACTOX	model.reactions	reaction	identifier
19811	R_ADRNCHR1ERx	R_ADRNCHR1ERx	model.reactions	reaction	identifier
19812	R_ADRNCHR2ERy	R_ADRNCHR2ERy	model.reactions	reaction	identifier
19813	R_ADRNCHR2ERz	R_ADRNCHR2ERz	model.reactions	reaction	identifier
19814	R_ADRNCHRGST	R_ADRNCHRGST	model.reactions	reaction	identifier
19815	R_ADRNCHRSQOX	R_ADRNCHRSQOX	model.reactions	reaction	identifier
19816	R_ADRNLO2SX_L	R_ADRNLO2SX_L	model.reactions	reaction	identifier
19817	R_ADRNLPX_L	R_ADRNLPX_L	model.reactions	reaction	identifier
19818	R_ADRNLQ1ERx_L	R_ADRNLQ1ERx_L	model.reactions	reaction	identifier
19819	R_ADRNLQ2ERy_L	R_ADRNLQ2ERy_L	model.reactions	reaction	identifier
19820	R_ADRNLQ2ERz_L	R_ADRNLQ2ERz_L	model.reactions	reaction	identifier
19821	R_ADRNLQC_L	R_ADRNLQC_L	model.reactions	reaction	identifier
19822	R_ADRNLQGST_L	R_ADRNLQGST_L	model.reactions	reaction	identifier
19823	R_ADRNLSQDP_L	R_ADRNLSQDP_L	model.reactions	reaction	identifier
19824	R_ADRNLSQOX_L	R_ADRNLSQOX_L	model.reactions	reaction	identifier
19825	R_ALDD19x	R_ALDD19x	model.reactions	reaction	identifier
19826	R_ALDD19y	R_ALDD19y	model.reactions	reaction	identifier
19827	R_DCT	R_DCT	model.reactions	reaction	identifier
19828	R_DOPACHRMDC_D	R_DOPACHRMDC_D	model.reactions	reaction	identifier
19829	R_DOPADC_D	R_DOPADC_D	model.reactions	reaction	identifier
19830	R_DOPADC_L	R_DOPADC_L	model.reactions	reaction	identifier
19831	R_DOPAO2SX_L	R_DOPAO2SX_L	model.reactions	reaction	identifier
19832	R_DOPAPX_L	R_DOPAPX_L	model.reactions	reaction	identifier
19833	R_DOPAQ1ERx_L	R_DOPAQ1ERx_L	model.reactions	reaction	identifier
19834	R_DOPAQ2ERy_L	R_DOPAQ2ERy_L	model.reactions	reaction	identifier
19835	R_DOPAQ2ERz_L	R_DOPAQ2ERz_L	model.reactions	reaction	identifier
19836	R_DOPAQC_L	R_DOPAQC_L	model.reactions	reaction	identifier
19837	R_DOPAQGST_L	R_DOPAQGST_L	model.reactions	reaction	identifier
19838	R_DOPAQNRE1_L	R_DOPAQNRE1_L	model.reactions	reaction	identifier
19839	R_DOPAQNRE2_L	R_DOPAQNRE2_L	model.reactions	reaction	identifier
19840	R_DOPASQDP_L	R_DOPASQDP_L	model.reactions	reaction	identifier
19841	R_DOPASQOX_L	R_DOPASQOX_L	model.reactions	reaction	identifier
19842	R_DPAMCHR1ERx	R_DPAMCHR1ERx	model.reactions	reaction	identifier
19843	R_DPAMCHR2ERy	R_DPAMCHR2ERy	model.reactions	reaction	identifier
19844	R_DPAMCHR2ERz	R_DPAMCHR2ERz	model.reactions	reaction	identifier
19845	R_DPAMCHRGST	R_DPAMCHRGST	model.reactions	reaction	identifier
19846	R_DPAMCHRSQOX	R_DPAMCHRSQOX	model.reactions	reaction	identifier
19847	R_DPAMCHRT	R_DPAMCHRT	model.reactions	reaction	identifier
19848	R_DPAMO2SX_L	R_DPAMO2SX_L	model.reactions	reaction	identifier
19849	R_DPAMPX_L	R_DPAMPX_L	model.reactions	reaction	identifier
19850	R_DPAMQ1ERx_L	R_DPAMQ1ERx_L	model.reactions	reaction	identifier
19851	R_DPAMQ2ERy_L	R_DPAMQ2ERy_L	model.reactions	reaction	identifier
19852	R_DPAMQ2ERz_L	R_DPAMQ2ERz_L	model.reactions	reaction	identifier
19853	R_DPAMQC_L	R_DPAMQC_L	model.reactions	reaction	identifier
19854	R_DPAMQGST_L	R_DPAMQGST_L	model.reactions	reaction	identifier
19855	R_DPAMQNRE1_L	R_DPAMQNRE1_L	model.reactions	reaction	identifier
19856	R_DPAMQNRE2_L	R_DPAMQNRE2_L	model.reactions	reaction	identifier
19857	R_DPAMSQDP_L	R_DPAMSQDP_L	model.reactions	reaction	identifier
19858	R_DPAMSQOX_L	R_DPAMSQOX_L	model.reactions	reaction	identifier
19859	R_DPCHR1ERx_L	R_DPCHR1ERx_L	model.reactions	reaction	identifier
19860	R_DPCHR2ERy_L	R_DPCHR2ERy_L	model.reactions	reaction	identifier
19861	R_DPCHR2ERz_L	R_DPCHR2ERz_L	model.reactions	reaction	identifier
19862	R_DPCHRDC_L	R_DPCHRDC_L	model.reactions	reaction	identifier
19863	R_DPCHRGST_L	R_DPCHRGST_L	model.reactions	reaction	identifier
19864	R_DPCHRSQOX_L	R_DPCHRSQOX_L	model.reactions	reaction	identifier
19865	R_FUMAC	R_FUMAC	model.reactions	reaction	identifier
19866	R_FUMAC2	R_FUMAC2	model.reactions	reaction	identifier
19867	R_HGNTOR	R_HGNTOR	model.reactions	reaction	identifier
19868	R_IND56Q1ERx	R_IND56Q1ERx	model.reactions	reaction	identifier
19869	R_IND56Q2ERy	R_IND56Q2ERy	model.reactions	reaction	identifier
19870	R_IND56Q2ERz	R_IND56Q2ERz	model.reactions	reaction	identifier
19871	R_IND56QNGST	R_IND56QNGST	model.reactions	reaction	identifier
19872	R_IND56SQOX	R_IND56SQOX	model.reactions	reaction	identifier
19873	R_KYNAKGAT	R_KYNAKGAT	model.reactions	reaction	identifier
19874	R_KYNATESYN	R_KYNATESYN	model.reactions	reaction	identifier
19875	R_LADRNCHRO2SX	R_LADRNCHRO2SX	model.reactions	reaction	identifier
19876	R_LADRNCHRPX	R_LADRNCHRPX	model.reactions	reaction	identifier
19877	R_LADRNCHRSQDP	R_LADRNCHRSQDP	model.reactions	reaction	identifier
19878	R_LDOPAMT	R_LDOPAMT	model.reactions	reaction	identifier
19879	R_LDPAMCHRO2SX	R_LDPAMCHRO2SX	model.reactions	reaction	identifier
19880	R_LDPAMCHRPX	R_LDPAMCHRPX	model.reactions	reaction	identifier
19881	R_LDPAMCHRSQDP	R_LDPAMCHRSQDP	model.reactions	reaction	identifier
19882	R_LDPCHRO2SX_L	R_LDPCHRO2SX_L	model.reactions	reaction	identifier
19883	R_LDPCHRPX_L	R_LDPCHRPX_L	model.reactions	reaction	identifier
19884	R_LDPCHRSQDP_L	R_LDPCHRSQDP_L	model.reactions	reaction	identifier
19885	R_LNRPPHRCHRO2SX	R_LNRPPHRCHRO2SX	model.reactions	reaction	identifier
19886	R_LNRPPHRCHRPX	R_LNRPPHRCHRPX	model.reactions	reaction	identifier
19887	R_LNRPPHRCHRSQDP	R_LNRPPHRCHRSQDP	model.reactions	reaction	identifier
19888	R_MACACI	R_MACACI	model.reactions	reaction	identifier
19889	R_NRPPHRCHR1ERx	R_NRPPHRCHR1ERx	model.reactions	reaction	identifier
19890	R_NRPPHRCHR2ERy	R_NRPPHRCHR2ERy	model.reactions	reaction	identifier
19891	R_NRPPHRCHR2ERz	R_NRPPHRCHR2ERz	model.reactions	reaction	identifier
19892	R_NRPPHRCHRGST	R_NRPPHRCHRGST	model.reactions	reaction	identifier
19893	R_NRPPHRCHRSQOX	R_NRPPHRCHRSQOX	model.reactions	reaction	identifier
19894	R_NRPPHRMT	R_NRPPHRMT	model.reactions	reaction	identifier
19895	R_NRPPHRO2SX_L	R_NRPPHRO2SX_L	model.reactions	reaction	identifier
19896	R_NRPPHRPX_L	R_NRPPHRPX_L	model.reactions	reaction	identifier
19897	R_NRPPHRQ1ERx_L	R_NRPPHRQ1ERx_L	model.reactions	reaction	identifier
19898	R_NRPPHRQ2ERy_L	R_NRPPHRQ2ERy_L	model.reactions	reaction	identifier
19899	R_NRPPHRQ2ERz_L	R_NRPPHRQ2ERz_L	model.reactions	reaction	identifier
19900	R_NRPPHRQC_L	R_NRPPHRQC_L	model.reactions	reaction	identifier
19901	R_NRPPHRQGST_L	R_NRPPHRQGST_L	model.reactions	reaction	identifier
19902	R_NRPPHRSQDP_L	R_NRPPHRSQDP_L	model.reactions	reaction	identifier
19903	R_NRPPHRSQOX_L	R_NRPPHRSQOX_L	model.reactions	reaction	identifier
19904	R_PHETHPTOX2	R_PHETHPTOX2	model.reactions	reaction	identifier
19905	R_PHLAC	R_PHLAC	model.reactions	reaction	identifier
19906	R_PHPYRT	R_PHPYRT	model.reactions	reaction	identifier
19907	R_SUCACETAT	R_SUCACETAT	model.reactions	reaction	identifier
19908	R_SUCACETATALT	R_SUCACETATALT	model.reactions	reaction	identifier
19909	R_SUCACETO	R_SUCACETO	model.reactions	reaction	identifier
19910	R_TYR3MO2	R_TYR3MO2	model.reactions	reaction	identifier
19911	R_TYRTA	R_TYRTA	model.reactions	reaction	identifier
19912	R_VANILLAC	R_VANILLAC	model.reactions	reaction	identifier
19913	R_VANILPYR	R_VANILPYR	model.reactions	reaction	identifier
19914	R_BILIREDx	R_BILIREDx	model.reactions	reaction	identifier
19915	R_CPPPG1OX	R_CPPPG1OX	model.reactions	reaction	identifier
19916	R_CPPPG3OX	R_CPPPG3OX	model.reactions	reaction	identifier
19917	R_FE2PHEMEOX	R_FE2PHEMEOX	model.reactions	reaction	identifier
19918	R_FEROX	R_FEROX	model.reactions	reaction	identifier
19919	R_HEMATINGTHG	R_HEMATINGTHG	model.reactions	reaction	identifier
19920	R_HEMEGTHOHDEG	R_HEMEGTHOHDEG	model.reactions	reaction	identifier
19921	R_HEMEGTHOHDX	R_HEMEGTHOHDX	model.reactions	reaction	identifier
19922	R_UPPG1DC	R_UPPG1DC	model.reactions	reaction	identifier
19923	R_UPPG1OX	R_UPPG1OX	model.reactions	reaction	identifier
19924	R_UPPG1S	R_UPPG1S	model.reactions	reaction	identifier
19925	R_UPPG3OX	R_UPPG3OX	model.reactions	reaction	identifier
19926	R_15KPGE1Ry	R_15KPGE1Ry	model.reactions	reaction	identifier
19927	R_15KPGE2Ry	R_15KPGE2Ry	model.reactions	reaction	identifier
19928	R_15KPGE3Ry	R_15KPGE3Ry	model.reactions	reaction	identifier
19929	R_15KPGF1Ry	R_15KPGF1Ry	model.reactions	reaction	identifier
19930	R_15KPGF2Ry	R_15KPGF2Ry	model.reactions	reaction	identifier
19931	R_15KPGF3Ry	R_15KPGF3Ry	model.reactions	reaction	identifier
19932	R_PGD21GH	R_PGD21GH	model.reactions	reaction	identifier
19933	R_PGD2Ry	R_PGD2Ry	model.reactions	reaction	identifier
19934	R_PGD2S	R_PGD2S	model.reactions	reaction	identifier
19935	R_PGDF21GH	R_PGDF21GH	model.reactions	reaction	identifier
19936	R_PGE1DHYD	R_PGE1DHYD	model.reactions	reaction	identifier
19937	R_PGE1DHy	R_PGE1DHy	model.reactions	reaction	identifier
19938	R_PGE1Ry	R_PGE1Ry	model.reactions	reaction	identifier
19939	R_PGE1S	R_PGE1S	model.reactions	reaction	identifier
19940	R_PGE21GH	R_PGE21GH	model.reactions	reaction	identifier
19941	R_PGE2DHYD	R_PGE2DHYD	model.reactions	reaction	identifier
19942	R_PGE2DHy	R_PGE2DHy	model.reactions	reaction	identifier
19943	R_PGE2Ry	R_PGE2Ry	model.reactions	reaction	identifier
19944	R_PGE2S	R_PGE2S	model.reactions	reaction	identifier
19945	R_PGE3DHYD	R_PGE3DHYD	model.reactions	reaction	identifier
19946	R_PGE3DHy	R_PGE3DHy	model.reactions	reaction	identifier
19947	R_PGE3Ry	R_PGE3Ry	model.reactions	reaction	identifier
19948	R_PGE3S	R_PGE3S	model.reactions	reaction	identifier
19949	R_PGF1DHy	R_PGF1DHy	model.reactions	reaction	identifier
19950	R_PGF2DHy	R_PGF2DHy	model.reactions	reaction	identifier
19951	R_PGF3DHy	R_PGF3DHy	model.reactions	reaction	identifier
19952	R_PGG1GTHR	R_PGG1GTHR	model.reactions	reaction	identifier
19953	R_PGG1S	R_PGG1S	model.reactions	reaction	identifier
19954	R_PGG2GTHR	R_PGG2GTHR	model.reactions	reaction	identifier
19955	R_PGG2S	R_PGG2S	model.reactions	reaction	identifier
19956	R_PGG3GTHR	R_PGG3GTHR	model.reactions	reaction	identifier
19957	R_PGG3S	R_PGG3S	model.reactions	reaction	identifier
19958	R_PGH2Ry	R_PGH2Ry	model.reactions	reaction	identifier
19959	R_PROSTGA1GST	R_PROSTGA1GST	model.reactions	reaction	identifier
19960	R_PROSTGA2GST	R_PROSTGA2GST	model.reactions	reaction	identifier
19961	R_PROSTGA3GST	R_PROSTGA3GST	model.reactions	reaction	identifier
19962	R_LCMTPP2A	R_LCMTPP2A	model.reactions	reaction	identifier
19963	R_PHPT1	R_PHPT1	model.reactions	reaction	identifier
19964	R_PHPT2	R_PHPT2	model.reactions	reaction	identifier
19965	R_PPMEPP2A	R_PPMEPP2A	model.reactions	reaction	identifier
19966	R_PRMTADMA	R_PRMTADMA	model.reactions	reaction	identifier
19967	R_PRMTMMA	R_PRMTMMA	model.reactions	reaction	identifier
19968	R_PRMTSDMA	R_PRMTSDMA	model.reactions	reaction	identifier
19969	R_PROTCADPRH	R_PROTCADPRH	model.reactions	reaction	identifier
19970	R_PROTCADPRT	R_PROTCADPRT	model.reactions	reaction	identifier
19971	R_PROTCDGLAC_D	R_PROTCDGLAC_D	model.reactions	reaction	identifier
19972	R_PROTCDGLAC_L	R_PROTCDGLAC_L	model.reactions	reaction	identifier
19973	R_PROTCMTHGXL	R_PROTCMTHGXL	model.reactions	reaction	identifier
19974	R_PROTCSAE_14_0	R_PROTCSAE_14_0	model.reactions	reaction	identifier
19975	R_PROTCSAE_16_0	R_PROTCSAE_16_0	model.reactions	reaction	identifier
19976	R_PROTCSAE_18_0	R_PROTCSAE_18_0	model.reactions	reaction	identifier
19977	R_PROTCSAT_14_0	R_PROTCSAT_14_0	model.reactions	reaction	identifier
19978	R_PROTCSAT_16_0	R_PROTCSAT_16_0	model.reactions	reaction	identifier
19979	R_PROTCSAT_18_0	R_PROTCSAT_18_0	model.reactions	reaction	identifier
19980	R_PROTDDHYD_D	R_PROTDDHYD_D	model.reactions	reaction	identifier
19981	R_PROTDDHYD_L	R_PROTDDHYD_L	model.reactions	reaction	identifier
19982	R_PROTDMH_D	R_PROTDMH_D	model.reactions	reaction	identifier
19983	R_PROTDMT_D	R_PROTDMT_D	model.reactions	reaction	identifier
19984	R_PROTGMT	R_PROTGMT	model.reactions	reaction	identifier
19985	R_PROTIDDHYD_D	R_PROTIDDHYD_D	model.reactions	reaction	identifier
19986	R_PROTISODDHYD_L	R_PROTISODDHYD_L	model.reactions	reaction	identifier
19987	R_PROTISODMH_L	R_PROTISODMH_L	model.reactions	reaction	identifier
19988	R_PROTISODMT_L	R_PROTISODMT_L	model.reactions	reaction	identifier
19989	R_PROTKACTPAC	R_PROTKACTPAC	model.reactions	reaction	identifier
19990	R_PROTKDAC	R_PROTKDAC	model.reactions	reaction	identifier
19991	R_PROTKDG6PGL	R_PROTKDG6PGL	model.reactions	reaction	identifier
19992	R_PROTKDGLAC_D	R_PROTKDGLAC_D	model.reactions	reaction	identifier
