Entry	Entry Name	Protein	Protein Names	Gene Names (Primary)	Length	Mass
Q9H446	RWDD1_HUMAN	RWDD1	RWD domain-containing protein 1 (DRG family-regulatory protein 2)	RWDD1	243	27940
Q9H477	RBSK_HUMAN	RBSK	Ribokinase (RK) (EC 2.7.1.15)	RBKS	322	34143
Q9H479	FN3K_HUMAN	FN3K	Fructosamine-3-kinase (EC 2.7.1.171) (Protein-psicosamine 3-kinase FN3K) (Protein-ribulosamine 3-kinase FN3K) (EC 2.7.1.172)	FN3K	309	35171
Q9H496	IFG15_HUMAN	IFG15	"Torsin-1A-interacting protein 2, isoform IFRG15 (15 kDa interferon-responsive protein) (IFRG15)"	TOR1AIP2	131	15348
Q9H4A3	WNK1_HUMAN	WNK1	Serine/threonine-protein kinase WNK1 (EC 2.7.11.1) (Erythrocyte 65 kDa protein) (p65) (Kinase deficient protein) (Protein kinase lysine-deficient 1) (Protein kinase with no lysine 1) (hWNK1)	WNK1	2382	250794
Q9H4A4	AMPB_HUMAN	AMPB	Aminopeptidase B (AP-B) (EC 3.4.11.6) (Arginine aminopeptidase) (Arginyl aminopeptidase)	RNPEP	650	72596
Q9H4G4	GAPR1_HUMAN	GAPR1	Golgi-associated plant pathogenesis-related protein 1 (GAPR-1) (Golgi-associated PR-1 protein) (Glioma pathogenesis-related protein 2) (GliPR 2)	GLIPR2	154	17218
Q9H4M9	EHD1_HUMAN	EHD1	EH domain-containing protein 1 (PAST homolog 1) (hPAST1) (Testilin)	EHD1	534	60627
Q9H5N1	RABE2_HUMAN	RABE2	Rab GTPase-binding effector protein 2 (Rabaptin-5beta)	RABEP2	569	63543
Q9H5X1	CIA2A_HUMAN	CIA2A	Cytosolic iron-sulfur assembly component 2A (MIP18 family protein FAM96A)	CIAO2A	160	18355
Q9H6Z4	RANB3_HUMAN	RANB3	Ran-binding protein 3 (RanBP3)	RANBP3	567	60210
Q9H7C9	AAMDC_HUMAN	AAMDC	Mth938 domain-containing protein (Adipogenesis associated Mth938 domain-containing protein)	AAMDC	122	13332
Q9H7D7	WDR26_HUMAN	WDR26	WD repeat-containing protein 26 (CUL4- and DDB1-associated WDR protein 2) (Myocardial ischemic preconditioning up-regulated protein 2)	WDR26	661	72124
Q9H814	PHAX_HUMAN	PHAX	Phosphorylated adapter RNA export protein (RNA U small nuclear RNA export adapter protein)	PHAX	394	44403
Q9H8H3	TMT1A_HUMAN	TMT1A	Thiol S-methyltransferase TMT1A (EC 2.1.1.9) (Methyltransferase-like protein 7A) (N6-adenosine-methyltransferase TMT1A) (EC 2.1.1.348) (Protein AAM-B) (Thiol methyltransferase 1A)	TMT1A	244	28319
Q9H8M7	MINY3_HUMAN	MINY3	Ubiquitin carboxyl-terminal hydrolase MINDY-3 (EC 3.4.19.12) (Dermal papilla-derived protein 5) (Deubiquitinating enzyme MINDY-3) (Protein CARP)	MINDY3	445	49725
Q9H8W4	PKHF2_HUMAN	PKHF2	Pleckstrin homology domain-containing family F member 2 (PH domain-containing family F member 2) (Endoplasmic reticulum-associated apoptosis-involved protein containing PH and FYVE domains) (EAPF) (PH and FYVE domain-containing protein 2) (Phafin-2) (Phafin2) (Zinc finger FYVE domain-containing protein 18)	PLEKHF2	249	27798
Q9H8Y8	GORS2_HUMAN	GORS2	Golgi reassembly-stacking protein 2 (GRS2) (Golgi phosphoprotein 6) (GOLPH6) (Golgi reassembly-stacking protein of 55 kDa) (GRASP55) (p59)	GORASP2	452	47145
Q9H993	ARMT1_HUMAN	ARMT1	Damage-control phosphatase ARMT1 (EC 3.1.3.-) (Acidic residue methyltransferase 1) (Protein-glutamate O-methyltransferase) (EC 2.1.1.-) (Sugar phosphate phosphatase ARMT1)	ARMT1	441	51172
Q9H9A6	LRC40_HUMAN	LRC40	Leucine-rich repeat-containing protein 40	LRRC40	602	68250
Q9H9C1	SPE39_HUMAN	SPE39	Spermatogenesis-defective protein 39 homolog (hSPE-39) (VPS33B-interacting protein in apical-basolateral polarity regulator) (VPS33B-interacting protein in polarity and apical restriction)	VIPAS39	493	57005
Q9H9G7	AGO3_HUMAN	AGO3	Protein argonaute-3 (Argonaute3) (hAgo3) (EC 3.1.26.n2) (Argonaute RISC catalytic component 3) (Eukaryotic translation initiation factor 2C 3) (eIF-2C 3) (eIF2C 3)	AGO3	860	97360
Q9H9Q2	CSN7B_HUMAN	CSN7B	COP9 signalosome complex subunit 7b (SGN7b) (Signalosome subunit 7b) (JAB1-containing signalosome subunit 7b)	COPS7B	264	29622
Q9H9S4	CB39L_HUMAN	CB39L	Calcium-binding protein 39-like (Antigen MLAA-34) (MO25beta) (Mo25-like protein)	CAB39L	337	39088
Q9HA64	KT3K_HUMAN	KT3K	Ketosamine-3-kinase (EC 2.7.1.172) (Fructosamine-3-kinase-related protein) (FN3K-RP) (FN3K-related protein) (Protein-psicosamine 3-kinase FN3KRP) (EC 2.7.1.-)	FN3KRP	309	34412
Q9HA65	TBC17_HUMAN	TBC17	TBC1 domain family member 17	TBC1D17	648	72670
Q9HAB8	PPCS_HUMAN	PPCS	Phosphopantothenate--cysteine ligase (EC 6.3.2.51) (Phosphopantothenoylcysteine synthetase) (PPC synthetase)	PPCS	311	34005
Q9HAV4	XPO5_HUMAN	XPO5	Exportin-5 (Exp5) (Ran-binding protein 21)	XPO5	1204	136311
Q9HB07	MYG1_HUMAN	MYG1	MYG1 exonuclease (EC 3.1.-.-)	MYG1	376	42508
Q9HBL0	TENS1_HUMAN	TENS1	Tensin-1 (EC 3.1.3.-)	TNS1	1839	197023
Q9HC38	GLOD4_HUMAN	GLOD4	Glyoxalase domain-containing protein 4	GLOD4	313	34793
Q9HD40	SPCS_HUMAN	SPCS	O-phosphoseryl-tRNA(Sec) selenium transferase (EC 2.9.1.2) (Liver-pancreas antigen) (LP) (SLA-p35) (SLA/LP autoantigen) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase) (Sep-tRNA:Sec-tRNA synthase) (SepSecS) (Soluble liver antigen) (SLA) (UGA suppressor tRNA-associated protein) (tRNA(Ser/Sec)-associated antigenic protein)	SEPSECS	501	55726
Q9HDC9	APMAP_HUMAN	APMAP	Adipocyte plasma membrane-associated protein (Protein BSCv)	APMAP	416	46480
Q9NP58	ABCB6_HUMAN	ABCB6	ATP-binding cassette sub-family B member 6 (ABC-type heme transporter ABCB6) (EC 7.6.2.5) (Mitochondrial ABC transporter 3) (Mt-ABC transporter 3) (P-glycoprotein-related protein) (Ubiquitously-expressed mammalian ABC half transporter)	ABCB6	842	93886
Q9NP59	S40A1_HUMAN	S40A1	Ferroportin (Ferroportin-1) (Iron-regulated transporter 1) (Solute carrier family 40 member 1)	SLC40A1	571	62542
Q9NP61	ARFG3_HUMAN	ARFG3	ADP-ribosylation factor GTPase-activating protein 3 (ARF GAP 3)	ARFGAP3	516	56928
Q9NP72	RAB18_HUMAN	RAB18	Ras-related protein Rab-18	RAB18	206	22977
Q9NP79	VTA1_HUMAN	VTA1	Vacuolar protein sorting-associated protein VTA1 homolog (Dopamine-responsive gene 1 protein) (DRG-1) (LYST-interacting protein 5) (LIP5) (SKD1-binding protein 1) (SBP1)	VTA1	307	33879
Q9NP80	PLPL8_HUMAN	PLPL8	Calcium-independent phospholipase A2-gamma (EC 3.1.1.-) (EC 3.1.1.5) (Intracellular membrane-associated calcium-independent phospholipase A2 gamma) (iPLA2-gamma) (PNPLA-gamma) (Patatin-like phospholipase domain-containing protein 8) (iPLA2-2)	PNPLA8	782	88477
Q9NPB8	GPCP1_HUMAN	GPCP1	Glycerophosphocholine phosphodiesterase GPCPD1 (EC 3.1.4.2) (Glycerophosphodiester phosphodiesterase 5)	GPCPD1	672	76035
Q9NPH2	INO1_HUMAN	INO1	Inositol-3-phosphate synthase 1 (IPS 1) (EC 5.5.1.4) (Myo-inositol 1-phosphate synthase) (MI-1-P synthase) (MIP synthase) (hIPS) (Myo-inositol 1-phosphate synthase A1) (hINO1)	ISYNA1	558	61068
Q9NPQ8	RIC8A_HUMAN	RIC8A	Chaperone Ric-8A (Synembryn-A)	RIC8A	531	59710
Q9NQC3	RTN4_HUMAN	RTN4	Reticulon-4 (Foocen) (Neurite outgrowth inhibitor) (Nogo protein) (Neuroendocrine-specific protein) (NSP) (Neuroendocrine-specific protein C homolog) (RTN-x) (Reticulon-5)	RTN4	1192	129931
Q9NQG5	RPR1B_HUMAN	RPR1B	Regulation of nuclear pre-mRNA domain-containing protein 1B (Cell cycle-related and expression-elevated protein in tumor)	RPRD1B	326	36900
Q9NQP4	PFD4_HUMAN	PFD4	Prefoldin subunit 4 (Protein C-1)	PFDN4	134	15314
Q9NQR4	NIT2_HUMAN	NIT2	Omega-amidase NIT2 (EC 3.5.1.3) (Nitrilase homolog 2)	NIT2	276	30608
Q9NQW7	XPP1_HUMAN	XPP1	"Xaa-Pro aminopeptidase 1 (EC 3.4.11.9) (Aminoacylproline aminopeptidase) (Cytosolic aminopeptidase P) (Soluble aminopeptidase P) (sAmp) (X-Pro aminopeptidase 1) (X-prolyl aminopeptidase 1, soluble)"	XPNPEP1	623	69918
Q9NQX3	GEPH_HUMAN	GEPH	Gephyrin [Includes: Molybdopterin adenylyltransferase (MPT adenylyltransferase) (EC 2.7.7.75) (Domain G); Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1) (Domain E)]	GPHN	736	79748
Q9NR45	SIAS_HUMAN	SIAS	N-acetylneuraminate-9-phosphate synthase (EC 2.5.1.57) (3-deoxy-D-glycero-D-galacto-nononate 9-phosphate synthase) (EC 2.5.1.132) (N-acetylneuraminic acid phosphate synthase) (NANS) (Sialic acid phosphate synthase) (Sialic acid synthase)	NANS	359	40308
Q9NR46	SHLB2_HUMAN	SHLB2	Endophilin-B2 (SH3 domain-containing GRB2-like protein B2)	SH3GLB2	395	43974
Q9NR50	EI2BG_HUMAN	EI2BG	Translation initiation factor eIF2B subunit gamma (eIF2B GDP-GTP exchange factor subunit gamma)	EIF2B3	452	50240
Q9NR56	MBNL1_HUMAN	MBNL1	Muscleblind-like protein 1 (Triplet-expansion RNA-binding protein)	MBNL1	388	41817
Q9NRF8	PYRG2_HUMAN	PYRG2	CTP synthase 2 (EC 6.3.4.2) (CTP synthetase 2) (UTP--ammonia ligase 2)	CTPS2	586	65678
Q9NRN7	ADPPT_HUMAN	ADPPT	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase (EC 2.7.8.7) (4'-phosphopantetheinyl transferase) (Alpha-aminoadipic semialdehyde dehydrogenase-phosphopantetheinyl transferase) (AASD-PPT) (LYS5 ortholog)	AASDHPPT	309	35776
Q9NRQ2	PLS4_HUMAN	PLS4	Phospholipid scramblase 4 (PL scramblase 4) (Ca(2+)-dependent phospholipid scramblase 4) (Cell growth-inhibiting gene 43 protein) (TRA1)	PLSCR4	329	37005
Q9NRS6	SNX15_HUMAN	SNX15	Sorting nexin-15	SNX15	342	38291
Q9NRV9	HEBP1_HUMAN	HEBP1	Heme-binding protein 1 (p22HBP)	HEBP1	189	21097
Q9NRW1	RAB6B_HUMAN	RAB6B	Ras-related protein Rab-6B (EC 3.6.5.2)	RAB6B	208	23462
Q9NRW7	VPS45_HUMAN	VPS45	Vacuolar protein sorting-associated protein 45 (h-VPS45) (hlVps45)	VPS45	570	65077
Q9NRX4	PHP14_HUMAN	PHP14	14 kDa phosphohistidine phosphatase (EC 3.9.1.3) (Phosphohistidine phosphatase 1) (PHPT1) (Protein histidine phosphatase) (PHP) (Protein janus-A homolog)	PHPT1	125	13833
Q9NRY5	F1142_HUMAN	F1142	Protein FAM114A2	FAM114A2	505	55468
Q9NS86	LANC2_HUMAN	LANC2	LanC-like protein 2 (Testis-specific adriamycin sensitivity protein)	LANCL2	450	50854
Q9NSD9	SYFB_HUMAN	SYFB	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	FARSB	589	66116
Q9NSY1	BMP2K_HUMAN	BMP2K	BMP-2-inducible protein kinase (BIKe) (EC 2.7.11.1)	BMP2K	1161	129172
Q9NT62	ATG3_HUMAN	ATG3	Ubiquitin-like-conjugating enzyme ATG3 (EC 2.3.2.-) (Autophagy-related protein 3) (APG3-like) (hApg3) (Protein PC3-96)	ATG3	314	35864
Q9NTJ4	MA2C1_HUMAN	MA2C1	Alpha-mannosidase 2C1 (EC 3.2.1.24) (Alpha mannosidase 6A8B) (Alpha-D-mannoside mannohydrolase) (Mannosidase alpha class 2C member 1)	MAN2C1	1040	115835
Q9NTJ5	SAC1_HUMAN	SAC1	Phosphatidylinositol-3-phosphatase SAC1 (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Suppressor of actin mutations 1-like protein)	SACM1L	587	66967
Q9NTK5	OLA1_HUMAN	OLA1	Obg-like ATPase 1 (DNA damage-regulated overexpressed in cancer 45) (DOC45) (GTP-binding protein 9)	OLA1	396	44744
Q9NTX5	ECHD1_HUMAN	ECHD1	Ethylmalonyl-CoA decarboxylase (EC 4.1.1.94) (Enoyl-CoA hydratase domain-containing protein 1) (Methylmalonyl-CoA decarboxylase) (MMCD)	ECHDC1	307	33698
Q9NUP9	LIN7C_HUMAN	LIN7C	Protein lin-7 homolog C (Lin-7C) (Mammalian lin-seven protein 3) (MALS-3) (Vertebrate lin-7 homolog 3) (Veli-3)	LIN7C	197	21834
Q9NUQ9	CYRIB_HUMAN	CYRIB	CYFIP-related Rac1 interactor B (L1)	CYRIB	324	36748
Q9NV96	CC50A_HUMAN	CC50A	Cell cycle control protein 50A (P4-ATPase flippase complex beta subunit TMEM30A) (Transmembrane protein 30A)	TMEM30A	361	40684
Q9NVE7	PANK4_HUMAN	PANK4	4'-phosphopantetheine phosphatase (EC 3.1.3.-) (Inactive pantothenic acid kinase 4) (hPanK4)	PANK4	773	85991
Q9NVG8	TBC13_HUMAN	TBC13	TBC1 domain family member 13	TBC1D13	400	46554
Q9NVM6	DJC17_HUMAN	DJC17	DnaJ homolog subfamily C member 17	DNAJC17	304	34687
Q9NVS9	PNPO_HUMAN	PNPO	Pyridoxine-5'-phosphate oxidase (EC 1.4.3.5) (Pyridoxamine-phosphate oxidase)	PNPO	261	29988
Q9NVX2	NLE1_HUMAN	NLE1	Notchless protein homolog 1	NLE1	485	53320
Q9NWH9	SLTM_HUMAN	SLTM	SAFB-like transcription modulator (Modulator of estrogen-induced transcription)	SLTM	1034	117148
Q9NWS6	F118A_HUMAN	F118A	Protein FAM118A	FAM118A	357	40269
Q9NWV4	CZIB_HUMAN	CZIB	CXXC motif containing zinc binding protein (UPF0587 protein C1orf123)	CZIB	160	18048
Q9NWV8	BABA1_HUMAN	BABA1	BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex)	BABAM1	329	36560
Q9NWX6	THG1_HUMAN	THG1	Probable tRNA(His) guanylyltransferase (EC 2.7.7.79) (Induced in high glucose-1) (IHG-1) (Interphase cytoplasmic foci protein 45) (tRNA-histidine guanylyltransferase)	THG1L	298	34831
Q9NWZ3	IRAK4_HUMAN	IRAK4	Interleukin-1 receptor-associated kinase 4 (IRAK-4) (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-64)	IRAK4	460	51530
Q9NX46	ADPRS_HUMAN	ADPRS	ADP-ribosylhydrolase ARH3 (ADP-ribose glycohydrolase ARH3) (ADP-ribosylhydrolase 3) (O-acetyl-ADP-ribose deacetylase ARH3) (EC 3.5.1.-) (Poly(ADP-ribose) glycohydrolase ARH3) (EC 3.2.1.143) ([Protein ADP-ribosylarginine] hydrolase-like protein 2) ([Protein ADP-ribosylserine] hydrolase) (EC 3.2.2.-)	ADPRS	363	38947
Q9NXA8	SIR5_HUMAN	SIR5	"NAD-dependent protein deacylase sirtuin-5, mitochondrial (EC 2.3.1.-) (Regulatory protein SIR2 homolog 5) (SIR2-like protein 5)"	SIRT5	310	33881
Q9NXR1	NDE1_HUMAN	NDE1	Nuclear distribution protein nudE homolog 1 (NudE)	NDE1	335	37721
Q9NXR7	BABA2_HUMAN	BABA2	BRISC and BRCA1-A complex member 2 (BRCA1-A complex subunit BRE) (BRCA1/BRCA2-containing complex subunit 45) (Brain and reproductive organ-expressed protein)	BABAM2	383	43552
Q9NXU5	ARL15_HUMAN	ARL15	ADP-ribosylation factor-like protein 15 (ADP-ribosylation factor-related protein 2) (ARF-related protein 2)	ARL15	204	22876
Q9NY33	DPP3_HUMAN	DPP3	Dipeptidyl peptidase 3 (EC 3.4.14.4) (Dipeptidyl aminopeptidase III) (Dipeptidyl arylamidase III) (Dipeptidyl peptidase III) (DPP III) (Enkephalinase B)	DPP3	737	82589
Q9NYA1	SPHK1_HUMAN	SPHK1	Sphingosine kinase 1 (SK 1) (SPK 1) (EC 2.7.1.91) (Acetyltransferase SPHK1) (EC 2.3.1.-)	SPHK1	384	42518
Q9NYB0	TE2IP_HUMAN	TE2IP	Telomeric repeat-binding factor 2-interacting protein 1 (TERF2-interacting telomeric protein 1) (TRF2-interacting telomeric protein 1) (Dopamine receptor-interacting protein 5) (Repressor/activator protein 1 homolog) (RAP1 homolog) (hRap1)	TERF2IP	399	44260
Q9NYU2	UGGG1_HUMAN	UGGG1	UDP-glucose:glycoprotein glucosyltransferase 1 (UGT1) (hUGT1) (EC 2.4.1.-) (UDP--Glc:glycoprotein glucosyltransferase) (UDP-glucose ceramide glucosyltransferase-like 1)	UGGT1	1555	177190
Q9NZ08	ERAP1_HUMAN	ERAP1	Endoplasmic reticulum aminopeptidase 1 (EC 3.4.11.-) (ARTS-1) (Adipocyte-derived leucine aminopeptidase) (A-LAP) (Aminopeptidase PILS) (Puromycin-insensitive leucyl-specific aminopeptidase) (PILS-AP) (Type 1 tumor necrosis factor receptor shedding aminopeptidase regulator)	ERAP1	941	107235
Q9NZ32	ARP10_HUMAN	ARP10	Actin-related protein 10 (Actin-related protein 11) (hARP11)	ACTR10	417	46307
Q9NZ52	GGA3_HUMAN	GGA3	"ADP-ribosylation factor-binding protein GGA3 (Golgi-localized, gamma ear-containing, ARF-binding protein 3)"	GGA3	723	78315
Q9NZC3	GDE1_HUMAN	GDE1	Glycerophosphodiester phosphodiesterase 1 (Glycerophosphoinositol glycerophosphodiesterase GDE1) (EC 3.1.4.44) (Lysophospholipase D GDE1) (EC 3.1.4.-) (Membrane-interacting protein of RGS16) (RGS16-interacting membrane protein)	GDE1	331	37718
Q9NZD2	GLTP_HUMAN	GLTP	Glycolipid transfer protein (GLTP)	GLTP	209	23850
Q9NZD4	AHSP_HUMAN	AHSP	Alpha-hemoglobin-stabilizing protein (Erythroid differentiation-related factor) (Erythroid-associated factor)	AHSP	102	11840
Q9NZJ9	NUDT4_HUMAN	NUDT4	"Diphosphoinositol polyphosphate phosphohydrolase 2 (DIPP-2) (EC 3.6.1.52) (Diadenosine 5',5'''-P1,P6-hexaphosphate hydrolase 2) (EC 3.6.1.61) (Nucleoside diphosphate-linked moiety X motif 4) (Nudix motif 4)"	NUDT4	180	20306
Q9NZL4	HPBP1_HUMAN	HPBP1	Hsp70-binding protein 1 (HspBP1) (Heat shock protein-binding protein 1) (Hsp70-binding protein 2) (HspBP2) (Hsp70-interacting protein 1) (Hsp70-interacting protein 2)	HSPBP1	359	39303
Q9NZL9	MAT2B_HUMAN	MAT2B	Methionine adenosyltransferase 2 subunit beta (Methionine adenosyltransferase II beta) (MAT II beta) (Putative dTDP-4-keto-6-deoxy-D-glucose 4-reductase)	MAT2B	334	37552
Q9NZN3	EHD3_HUMAN	EHD3	EH domain-containing protein 3 (PAST homolog 3)	EHD3	535	60887
Q9NZP8	C1RL_HUMAN	C1RL	Complement C1r subcomponent-like protein (C1r-LP) (C1r-like protein) (EC 3.4.21.-) (C1r-like serine protease analog protein) (CLSPa)	C1RL	487	53498
Q9NZT2	OGFR_HUMAN	OGFR	Opioid growth factor receptor (OGFr) (Protein 7-60) (Zeta-type opioid receptor)	OGFR	677	73325
Q9NZW5	PALS2_HUMAN	PALS2	"Protein PALS2 (MAGUK p55 subfamily member 6) (Membrane protein, palmitoylated 6) (Veli-associated MAGUK 1) (VAM-1)"	PALS2	540	61117
Q9NZZ3	CHMP5_HUMAN	CHMP5	Charged multivesicular body protein 5 (Chromatin-modifying protein 5) (SNF7 domain-containing protein 2) (Vacuolar protein sorting-associated protein 60) (Vps60) (hVps60)	CHMP5	219	24571
Q9P0J7	KCMF1_HUMAN	KCMF1	E3 ubiquitin-protein ligase KCMF1 (EC 2.3.2.27) (FGF-induced in gastric cancer) (Potassium channel modulatory factor) (PCMF) (ZZ-type zinc finger-containing protein 1)	KCMF1	381	41945
Q9P0L0	VAPA_HUMAN	VAPA	Vesicle-associated membrane protein-associated protein A (VAMP-A) (VAMP-associated protein A) (VAP-A) (33 kDa VAMP-associated protein) (VAP-33)	VAPA	249	27893
Q9P0M2	AKA7G_HUMAN	AKA7G	A-kinase anchor protein 7 isoform gamma (AKAP-7 isoform gamma) (A-kinase anchor protein 18 kDa) (AKAP 18) (Protein kinase A-anchoring protein 7 isoform gamma) (PRKA7 isoform gamma)	AKAP7	348	39518
Q9P0S9	TM14C_HUMAN	TM14C	Transmembrane protein 14C	TMEM14C	112	11565
Q9P1F3	ABRAL_HUMAN	ABRAL	Costars family protein ABRACL (ABRA C-terminal-like protein)	ABRACL	81	9056
Q9P1Z2	CACO1_HUMAN	CACO1	Calcium-binding and coiled-coil domain-containing protein 1 (Calphoglin) (Coiled-coil coactivator protein) (Sarcoma antigen NY-SAR-3)	CALCOCO1	691	77336
Q9P265	DIP2B_HUMAN	DIP2B	Disco-interacting protein 2 homolog B (DIP2 homolog B)	DIP2B	1576	171492
Q9P2D0	IBTK_HUMAN	IBTK	Inhibitor of Bruton tyrosine kinase (IBtk)	IBTK	1353	150528
Q9P2R3	ANFY1_HUMAN	ANFY1	Rabankyrin-5 (Rank-5) (Ankyrin repeat and FYVE domain-containing protein 1) (Ankyrin repeats hooked to a zinc finger motif)	ANKFY1	1169	128399
Q9P2T1	GMPR2_HUMAN	GMPR2	GMP reductase 2 (GMPR 2) (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase 2) (Guanosine monophosphate reductase 2)	GMPR2	348	37874
Q9P2X3	IMPCT_HUMAN	IMPCT	Protein IMPACT (Imprinted and ancient gene protein homolog)	IMPACT	320	36476
Q9UBC2	EP15R_HUMAN	EP15R	Epidermal growth factor receptor substrate 15-like 1 (Eps15-related protein) (Eps15R)	EPS15L1	864	94255
Q9UBF2	COPG2_HUMAN	COPG2	Coatomer subunit gamma-2 (Gamma-2-coat protein) (Gamma-2-COP)	COPG2	871	97622
Q9UBQ0	VPS29_HUMAN	VPS29	Vacuolar protein sorting-associated protein 29 (hVPS29) (PEP11 homolog) (Vesicle protein sorting 29)	VPS29	182	20506
Q9UBQ7	GRHPR_HUMAN	GRHPR	Glyoxylate reductase/hydroxypyruvate reductase (EC 1.1.1.79) (EC 1.1.1.81)	GRHPR	328	35668
Q9UBS0	KS6B2_HUMAN	KS6B2	Ribosomal protein S6 kinase beta-2 (S6K-beta-2) (S6K2) (EC 2.7.11.1) (70 kDa ribosomal protein S6 kinase 2) (P70S6K2) (p70-S6K 2) (S6 kinase-related kinase) (SRK) (Serine/threonine-protein kinase 14B) (p70 ribosomal S6 kinase beta) (S6K-beta) (p70 S6 kinase beta) (p70 S6K-beta) (p70 S6KB) (p70-beta)	RPS6KB2	482	53455
Q9UBS8	RNF14_HUMAN	RNF14	E3 ubiquitin-protein ligase RNF14 (EC 2.3.2.31) (Androgen receptor-associated protein 54) (HFB30) (RING finger protein 14)	RNF14	474	53837
Q9UBV8	PEF1_HUMAN	PEF1	Peflin (PEF protein with a long N-terminal hydrophobic domain) (Penta-EF hand domain-containing protein 1)	PEF1	284	30381
Q9UBW5	BIN2_HUMAN	BIN2	Bridging integrator 2 (Breast cancer-associated protein 1)	BIN2	565	61874
Q9UBW8	CSN7A_HUMAN	CSN7A	COP9 signalosome complex subunit 7a (SGN7a) (Signalosome subunit 7a) (Dermal papilla-derived protein 10) (JAB1-containing signalosome subunit 7a)	COPS7A	275	30277
Q9UDX3	S14L4_HUMAN	S14L4	SEC14-like protein 4 (Tocopherol-associated protein 3)	SEC14L4	406	46644
Q9UDY4	DNJB4_HUMAN	DNJB4	DnaJ homolog subfamily B member 4 (Heat shock 40 kDa protein 1 homolog) (HSP40 homolog) (Heat shock protein 40 homolog) (Human liver DnaJ-like protein)	DNAJB4	337	37807
Q9UEY8	ADDG_HUMAN	ADDG	Gamma-adducin (Adducin-like protein 70)	ADD3	706	79155
Q9UG01	IF172_HUMAN	IF172	Intraflagellar transport protein 172 homolog	IFT172	1749	197576
Q9UGM5	FETUB_HUMAN	FETUB	Fetuin-B (16G2) (Fetuin-like protein IRL685) (Gugu)	FETUB	382	42055
Q9UH65	SWP70_HUMAN	SWP70	Switch-associated protein 70 (SWAP-70)	SWAP70	585	68998
Q9UHD1	CHRD1_HUMAN	CHRD1	Cysteine and histidine-rich domain-containing protein 1 (CHORD domain-containing protein 1) (CHORD-containing protein 1) (CHP-1) (Protein morgana)	CHORDC1	332	37490
Q9UHG3	PCYOX_HUMAN	PCYOX	Prenylcysteine oxidase 1 (EC 1.8.3.5) (Prenylcysteine lyase)	PCYOX1	505	56640
Q9UHJ6	SHPK_HUMAN	SHPK	Sedoheptulokinase (SHK) (EC 2.7.1.14) (Carbohydrate kinase-like protein)	SHPK	478	51505
Q9UHP3	UBP25_HUMAN	UBP25	Ubiquitin carboxyl-terminal hydrolase 25 (EC 3.4.19.12) (Deubiquitinating enzyme 25) (USP on chromosome 21) (Ubiquitin thioesterase 25) (Ubiquitin-specific-processing protease 25)	USP25	1055	122218
Q9UHV9	PFD2_HUMAN	PFD2	Prefoldin subunit 2	PFDN2	154	16648
Q9UHY1	NRBP_HUMAN	NRBP	Nuclear receptor-binding protein	NRBP1	535	59845
Q9UHY7	ENOPH_HUMAN	ENOPH	"Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase) (MASA homolog)"	ENOPH1	261	28933
Q9UI10	EI2BD_HUMAN	EI2BD	Translation initiation factor eIF2B subunit delta (eIF2B GDP-GTP exchange factor subunit delta)	EIF2B4	523	57557
Q9UI12	VATH_HUMAN	VATH	V-type proton ATPase subunit H (V-ATPase subunit H) (Nef-binding protein 1) (NBP1) (Protein VMA13 homolog) (V-ATPase 50/57 kDa subunits) (Vacuolar proton pump subunit H) (Vacuolar proton pump subunit SFD)	ATP6V1H	483	55883
Q9UI26	IPO11_HUMAN	IPO11	Importin-11 (Imp11) (Ran-binding protein 11) (RanBP11)	IPO11	975	112535
Q9UIA9	XPO7_HUMAN	XPO7	Exportin-7 (Exp7) (Ran-binding protein 16)	XPO7	1087	123907
Q9UIC8	LCMT1_HUMAN	LCMT1	Leucine carboxyl methyltransferase 1 (EC 2.1.1.233) (Protein-leucine O-methyltransferase) ([Phosphatase 2A protein]-leucine-carboxy methyltransferase 1)	LCMT1	334	38379
Q9UIQ6	LCAP_HUMAN	LCAP	"Leucyl-cystinyl aminopeptidase (Cystinyl aminopeptidase) (EC 3.4.11.3) (Insulin-regulated membrane aminopeptidase) (Insulin-responsive aminopeptidase) (IRAP) (Oxytocinase) (OTase) (Placental leucine aminopeptidase) (P-LAP) [Cleaved into: Leucyl-cystinyl aminopeptidase, pregnancy serum form]"	LNPEP	1025	117349
